Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	GeneCards Link
ATP5IF1	ATP Synthase Inhibitory Factor Subunit 1	Protein Coding	Q9UII2	48	GC01P061354	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5IF1
CIZ1	CDKN1A Interacting Zinc Finger Protein 1	Protein Coding	Q9ULV3	48	GC09M131026	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIZ1
CLGN	Calmegin	Protein Coding	O14967	48	GC04M140388	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLGN
CLPTM1	CLPTM1 Regulator Of GABA Type A Receptor Forward Trafficking	Protein Coding	O96005	48	GC19P044954	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPTM1
DNAH10	Dynein Axonemal Heavy Chain 10	Protein Coding	Q8IVF4	48	GC12P123762	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH10
DPP8	Dipeptidyl Peptidase 8	Protein Coding	Q6V1X1	48	GC15M065442	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP8
DUSP13B	Dual Specificity Phosphatase 13B	Protein Coding	Q9UII6	48	GC10M075094	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP13B
EDIL3	EGF Like Repeats And Discoidin Domains 3	Protein Coding	O43854	48	GC05M083940	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDIL3
GPS1	G Protein Pathway Suppressor 1	Protein Coding	Q13098	48	GC17P082050	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPS1
IRX4	Iroquois Homeobox 4	Protein Coding	P78413	48	GC05M001877	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRX4
KMT5C	Lysine Methyltransferase 5C	Protein Coding	Q86Y97	48	GC19P133700	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT5C
LYPD3	LY6/PLAUR Domain Containing 3	Protein Coding	O95274	48	GC19M043460	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPD3
MAGEA3	MAGE Family Member A3	Protein Coding	P43357	48	GC0XP152698	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA3
NHERF2	NHERF Family PDZ Scaffold Protein 2	Protein Coding	Q15599	48	GC16P111628	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHERF2
NKX3-2	NK3 Homeobox 2	Protein Coding	P78367	48	GC04M013542	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX3-2
NUB1	Negative Regulator Of Ubiquitin Like Proteins 1	Protein Coding	Q9Y5A7	48	GC07P151341	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUB1
OMA1	OMA1 Zinc Metallopeptidase	Protein Coding	Q96E52	48	GC01M058415	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMA1
OTUD4	OTU Deubiquitinase 4	Protein Coding	Q01804	48	GC04M145110	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD4
PDZD2	PDZ Domain Containing 2	Protein Coding	O15018	48	GC05P031639	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD2
PHLDB1	Pleckstrin Homology Like Domain Family B Member 1	Protein Coding	Q86UU1	48	GC11P118606	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLDB1
RNF111	Ring Finger Protein 111	Protein Coding	Q6ZNA4	48	GC15P175570	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF111
SFRP5	Secreted Frizzled Related Protein 5	Protein Coding	Q5T4F7	48	GC10M097766	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP5
SGMS2	Sphingomyelin Synthase 2	Protein Coding	Q8NHU3	48	GC04P107824	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGMS2
SNRPD3	Small Nuclear Ribonucleoprotein D3 Polypeptide	Protein Coding	P62318	48	GC22P024555	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD3
STK38	Serine/Threonine Kinase 38	Protein Coding	Q15208	48	GC06M036493	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK38
SUPT20H	SPT20 Homolog, SAGA Complex Component	Protein Coding	Q8NEM7	48	GC13M037009	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT20H
TAS1R3	Taste 1 Receptor Member 3	Protein Coding	Q7RTX0	48	GC01P001331	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAS1R3
TRO	Trophinin	Protein Coding	Q12816	48	GC0XP054920	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRO
USP34	Ubiquitin Specific Peptidase 34	Protein Coding	Q70CQ2	48	GC02M061187	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP34
WDHD1	WD Repeat And HMG-Box DNA Binding Protein 1	Protein Coding	O75717	48	GC14M054938	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDHD1
YPEL3	Yippee Like 3	Protein Coding	P61236	48	GC16M045717	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=YPEL3
ZNF746	Zinc Finger Protein 746	Protein Coding	Q6NUN9	48	GC07M149472	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF746
CEP131	Centrosomal Protein 131	Protein Coding	Q9UPN4	47	GC17M081189	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP131
CHPF	Chondroitin Polymerizing Factor	Protein Coding	Q8IZ52	47	GC02M219538	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHPF
CIAPIN1	Cytokine Induced Apoptosis Inhibitor 1	Protein Coding	Q6FI81	47	GC16M057428	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIAPIN1
CIR1	Corepressor Interacting With RBPJ, CIR1	Protein Coding	Q86X95	47	GC02M174348	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIR1
CNTROB	Centrobin, Centriole Duplication And Spindle Assembly Protein	Protein Coding	Q8N137	47	GC17P007932	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTROB
DHX32	DEAH-Box Helicase 32 (Putative)	Protein Coding	Q7L7V1	47	GC10M125836	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX32
ERGIC3	ERGIC And Golgi 3	Protein Coding	Q9Y282	47	GC20P035542	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERGIC3
FAAP100	FA Core Complex Associated Protein 100	Protein Coding	Q0VG06	47	GC17M090598	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAP100
FGD5	FYVE, RhoGEF And PH Domain Containing 5	Protein Coding	Q6ZNL6	47	GC03P014810	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGD5
HAPLN4	Hyaluronan And Proteoglycan Link Protein 4	Protein Coding	Q86UW8	47	GC19M100647	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAPLN4
HIPK1	Homeodomain Interacting Protein Kinase 1	Protein Coding	Q86Z02	47	GC01P113929	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIPK1
IGSF10	Immunoglobulin Superfamily Member 10	Protein Coding	Q6WRI0	47	GC03M151425	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGSF10
LAD1	Ladinin 1	Protein Coding	O00515	47	GC01M201373	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAD1
LY6K	Lymphocyte Antigen 6 Family Member K	Protein Coding	Q17RY6	47	GC08P142700	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY6K
MACROD2	Mono-ADP Ribosylhydrolase 2	Protein Coding	A1Z1Q3	47	GC20P013995	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MACROD2
MAL	Mal, T Cell Differentiation Protein	Protein Coding	P21145	47	GC02P095025	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAL
NANOS3	Nanos C2HC-Type Zinc Finger 3	Protein Coding	P60323	47	GC19P013862	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOS3
NEDD1	NEDD1 Gamma-Tubulin Ring Complex Targeting Factor	Protein Coding	Q8NHV4	47	GC12P096907	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD1
POLDIP2	DNA Polymerase Delta Interacting Protein 2	Protein Coding	Q9Y2S7	47	GC17M028346	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLDIP2
QSOX2	Quiescin Sulfhydryl Oxidase 2	Protein Coding	Q6ZRP7	47	GC09M136206	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=QSOX2
RAD51AP1	RAD51 Associated Protein 1	Protein Coding	Q96B01	47	GC12P046710	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51AP1
SEPTIN12	Septin 12	Protein Coding	Q8IYM1	47	GC16M027115	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN12
SHROOM2	Shroom Family Member 2	Protein Coding	Q13796	47	GC0XP009786	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHROOM2
SPATA18	Spermatogenesis Associated 18	Protein Coding	Q8TC71	47	GC04P052051	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA18
SYNE3	Spectrin Repeat Containing Nuclear Envelope Family Member 3	Protein Coding	Q6ZMZ3	47	GC14M122042	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNE3
UBE2W	Ubiquitin Conjugating Enzyme E2 W	Protein Coding	Q96B02	47	GC08M073780	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2W
USP26	Ubiquitin Specific Peptidase 26	Protein Coding	Q9BXU7	47	GC0XM133024	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP26
YIPF1	Yip1 Domain Family Member 1	Protein Coding	Q9Y548	47	GC01M053851	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF1
ZNF384	Zinc Finger Protein 384	Protein Coding	Q8TF68	47	GC12M032705	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF384
ARMC2	Armadillo Repeat Containing 2	Protein Coding	Q8NEN0	46	GC06P108848	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC2
CEP192	Centrosomal Protein 192	Protein Coding	Q8TEP8	46	GC18P023322	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP192
FAM83H	Family With Sequence Similarity 83 Member H	Protein Coding	Q6ZRV2	46	GC08M143723	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83H
FBXO43	F-Box Protein 43	Protein Coding	Q4G163	46	GC08M100133	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO43
HOXC4	Homeobox C4	Protein Coding	P09017	46	GC12P054016	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC4
IGSF8	Immunoglobulin Superfamily Member 8	Protein Coding	Q969P0	46	GC01M165298	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGSF8
SEC62	SEC62 Homolog, Preprotein Translocation Factor	Protein Coding	Q99442	46	GC03P169966	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC62
SUGT1	SGT1 Homolog, MIS12 Kinetochore Complex Assembly Cochaperone	Protein Coding	Q9Y2Z0	46	GC13P052652	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGT1
ALDH16A1	Aldehyde Dehydrogenase 16 Family Member A1	Protein Coding	Q8IZ83	45	GC19P049453	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH16A1
APLF	Aprataxin And PNKP Like Factor	Protein Coding	Q8IW19	45	GC02P068467	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLF
ARHGAP21	Rho GTPase Activating Protein 21	Protein Coding	Q5T5U3	45	GC10M024583	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP21
ASXL3	ASXL Transcriptional Regulator 3	Protein Coding	Q9C0F0	45	GC18P033578	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASXL3
BCL6B	BCL6B Transcription Repressor	Protein Coding	Q8N143	45	GC17P007023	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL6B
BOP1	BOP1 Ribosomal Biogenesis Factor	Protein Coding	Q14137	45	GC08M144262	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOP1
CPXM2	Carboxypeptidase X, M14 Family Member 2	Protein Coding	Q8N436	45	GC10M123710	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPXM2
EMX1	Empty Spiracles Homeobox 1	Protein Coding	Q04741	45	GC02P072916	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMX1
FBXL7	F-Box And Leucine Rich Repeat Protein 7	Protein Coding	Q9UJT9	45	GC05P015673	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL7
FSTL5	Follistatin Like 5	Protein Coding	Q8N475	45	GC04M161383	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSTL5
GTF2F1	General Transcription Factor IIF Subunit 1	Protein Coding	P35269	45	GC19M100093	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2F1
HMG20A	High Mobility Group 20A	Protein Coding	Q9NP66	45	GC15P077420	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMG20A
ING2	Inhibitor Of Growth Family Member 2	Protein Coding	Q9H160	45	GC04P183504	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING2
NOC2L	NOC2 Like Nucleolar Associated Transcriptional Repressor	Protein Coding	Q9Y3T9	45	GC01M016223	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOC2L
NVL	Nuclear VCP Like	Protein Coding	O15381	45	GC01M224227	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NVL
OVOL1	Ovo Like Transcriptional Repressor 1	Protein Coding	O14753	45	GC11P065787	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OVOL1
PDCD2	Programmed Cell Death 2	Protein Coding	Q16342	45	GC06M170594	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD2
SHC2	SHC Adaptor Protein 2	Protein Coding	P98077	45	GC19M099820	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC2
TBC1D2B	TBC1 Domain Family Member 2B	Protein Coding	Q9UPU7	45	GC15M077984	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D2B
TCL1B	TCL1 Family AKT Coactivator B	Protein Coding	O95988	45	GC14P095686	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCL1B
TMEM63C	Transmembrane Protein 63C	Protein Coding	Q9P1W3	45	GC14P077116	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM63C
TSGA10	Testis Specific 10	Protein Coding	Q9BZW7	45	GC02M098997	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSGA10
ZNF318	Zinc Finger Protein 318	Protein Coding	Q5VUA4	45	GC06M100556	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF318
APOL3	Apolipoprotein L3	Protein Coding	O95236	44	GC22M036140	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOL3
BBX	BBX High Mobility Group Box Domain Containing	Protein Coding	Q8WY36	44	GC03P107522	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBX
BRMS1L	BRMS1 Like Transcriptional Repressor	Protein Coding	Q5PSV4	44	GC14P035826	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRMS1L
BTG3	BTG Anti-Proliferation Factor 3	Protein Coding	Q14201	44	GC21M018454	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTG3
CDC42EP1	CDC42 Effector Protein 1	Protein Coding	Q00587	44	GC22P081441	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42EP1
CDCA4	Cell Division Cycle Associated 4	Protein Coding	Q9BXL8	44	GC14M105009	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA4
DCBLD2	Discoidin, CUB And LCCL Domain Containing 2	Protein Coding	Q96PD2	44	GC03M098795	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCBLD2
EPB41L4B	Erythrocyte Membrane Protein Band 4.1 Like 4B	Protein Coding	Q9H329	44	GC09M109171	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L4B
FOXN2	Forkhead Box N2	Protein Coding	P32314	44	GC02P048314	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXN2
FSIP2	Fibrous Sheath Interacting Protein 2	Protein Coding	Q5CZC0	44	GC02P185738	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSIP2
KLF3	KLF Transcription Factor 3	Protein Coding	P57682	44	GC04P038664	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF3
METTL16	Methyltransferase 16, RNA N6-Adenosine	Protein Coding	Q86W50	44	GC17M002405	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL16
MEX3B	Mex-3 RNA Binding Family Member B	Protein Coding	Q6ZN04	44	GC15M082041	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEX3B
P4HA3	Prolyl 4-Hydroxylase Subunit Alpha 3	Protein Coding	Q7Z4N8	44	GC11M074235	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA3
PCDHGA10	Protocadherin Gamma Subfamily A, 10	Protein Coding	Q9Y5H3	44	GC05P155519	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGA10
RAB43	RAB43, Member RAS Oncogene Family	Protein Coding	Q86YS6	44	GC03M132108	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB43
TRIM56	Tripartite Motif Containing 56	Protein Coding	Q9BRZ2	44	GC07P101085	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM56
ZFPL1	Zinc Finger Protein Like 1	Protein Coding	O95159	44	GC11P065084	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPL1
ACAP2	ArfGAP With Coiled-Coil, Ankyrin Repeat And PH Domains 2	Protein Coding	Q15057	43	GC03M195274	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAP2
CAPRIN2	Caprin Family Member 2	Protein Coding	Q6IMN6	43	GC12M030709	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPRIN2
CC2D1B	Coiled-Coil And C2 Domain Containing 1B	Protein Coding	Q5T0F9	43	GC01M052346	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CC2D1B
CCDC7	Coiled-Coil Domain Containing 7	Protein Coding	Q96M83	43	GC10P032443	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC7
CCDC93	Coiled-Coil Domain Containing 93	Protein Coding	Q567U6	43	GC02M117915	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC93
CEP162	Centrosomal Protein 162	Protein Coding	Q5TB80	43	GC06M084124	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP162
CLEC5A	C-Type Lectin Domain Containing 5A	Protein Coding	Q9NY25	43	GC07M141927	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC5A
DNAH14	Dynein Axonemal Heavy Chain 14	Protein Coding	Q0VDD8	43	GC01P224896	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH14
GPHA2	Glycoprotein Hormone Subunit Alpha 2	Protein Coding	Q96T91	43	GC11M132774	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPHA2
IQCN	IQ Motif Containing N	Protein Coding	Q9H0B3	43	GC19M018257	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCN
LUZP1	Leucine Zipper Protein 1	Protein Coding	Q86V48	43	GC01M023085	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUZP1
LYRM1	LYR Motif Containing 1	Protein Coding	O43325	43	GC16P104525	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYRM1
MEX3D	Mex-3 RNA Binding Family Member D	Protein Coding	Q86XN8	43	GC19M001554	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEX3D
NAA40	N-Alpha-Acetyltransferase 40, NatD Catalytic Subunit	Protein Coding	Q86UY6	43	GC11P063938	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAA40
SKA3	Spindle And Kinetochore Associated Complex Subunit 3	Protein Coding	Q8IX90	43	GC13M021153	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKA3
SNED1	Sushi, Nidogen And EGF Like Domains 1	Protein Coding	Q8TER0	43	GC02P241000	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNED1
TMC4	Transmembrane Channel Like 4	Protein Coding	Q7Z404	43	GC19M054160	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMC4
UBL7	Ubiquitin Like 7	Protein Coding	Q96S82	43	GC15M155558	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBL7
CLNK	Cytokine Dependent Hematopoietic Cell Linker	Protein Coding	Q7Z7G1	42	GC04M010491	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLNK
JAKMIP2	Janus Kinase And Microtubule Interacting Protein 2	Protein Coding	Q96AA8	42	GC05M147585	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAKMIP2
MIER3	MIER Family Member 3	Protein Coding	Q7Z3K6	42	GC05M056920	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIER3
NRK	Nik Related Kinase	Protein Coding	Q7Z2Y5	42	GC0XP105822	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRK
RAPGEF6	Rap Guanine Nucleotide Exchange Factor 6	Protein Coding	Q8TEU7	42	GC05M131423	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF6
SETD6	SET Domain Containing 6, Protein Lysine Methyltransferase	Protein Coding	Q8TBK2	42	GC16P105684	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD6
ZNF532	Zinc Finger Protein 532	Protein Coding	Q9HCE3	42	GC18P058862	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF532
CENPL	Centromere Protein L	Protein Coding	Q8N0S6	41	GC01M173799	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPL
DPEP3	Dipeptidase 3	Protein Coding	Q9H4B8	41	GC16M067975	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPEP3
GOLT1B	Golgi Transport 1B	Protein Coding	Q9Y3E0	41	GC12P021501	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLT1B
IFIT5	Interferon Induced Protein With Tetratricopeptide Repeats 5	Protein Coding	Q13325	41	GC10P089414	0.188486993312836	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIT5
